STATE/UT,YEAR,DEMOGRAPHIC PARTICULARS,Male Convicts,Female Convicts,Total Convicts,Male Under trial,Female Under trial,Total Under trial,Male Detenues,Female Detenues,Total Detenues,Male Others,Female Others,Total Others,Total Male,Total Female,Grand Total
NAGALAND,2003,Educational Standard - Graduate,8,0,8,4,0,4,8,0,8,0,0,0,20,0,20
NAGALAND,2003,Educational Standard - Post-Graduate,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
NAGALAND,2003,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2004,Educational Standard,160,1,161,374,16,390,38,0,38,0,0,0,572,17,589
NAGALAND,2004,Educational Standard - Illiterate,11,0,11,29,4,33,2,0,2,0,0,0,42,4,46
NAGALAND,2004,Educational Standard - Below Class X,77,1,78,160,10,170,13,0,13,0,0,0,250,11,261
NAGALAND,2004,Educational Standard - Class X and above but below graduate,62,0,62,180,2,182,21,0,21,0,0,0,263,2,265
NAGALAND,2004,Educational Standard - Graduate,10,0,10,4,0,4,2,0,2,0,0,0,16,0,16
NAGALAND,2004,Educational Standard - Post-Graduate,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
NAGALAND,2004,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2005,Educational Standard,113,4,117,468,16,484,24,0,24,0,0,0,605,20,625
NAGALAND,2005,Educational Standard - Illiterate,11,0,11,47,8,55,0,0,0,0,0,0,58,8,66
NAGALAND,2005,Educational Standard - Below Class X,70,2,72,211,5,216,5,0,5,0,0,0,286,7,293
NAGALAND,2005,Educational Standard - Class X and above but below graduate,27,2,29,200,3,203,12,0,12,0,0,0,239,5,244
NAGALAND,2005,Educational Standard - Graduate,5,0,5,10,0,10,7,0,7,0,0,0,22,0,22
NAGALAND,2005,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2005,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2006,Educational Standard,127,6,133,498,19,517,21,3,24,0,0,0,646,28,674
NAGALAND,2006,Educational Standard - Illiterate,7,1,8,68,7,75,0,0,0,0,0,0,75,8,83
NAGALAND,2006,Educational Standard - Below Class X,65,4,69,203,10,213,2,2,4,0,0,0,270,16,286
NAGALAND,2006,Educational Standard - Class X and above but below graduate,47,1,48,172,2,174,15,1,16,0,0,0,234,4,238
NAGALAND,2006,Educational Standard - Graduate,6,0,6,47,0,47,3,0,3,0,0,0,56,0,56
NAGALAND,2006,Educational Standard - Post-Graduate,2,0,2,8,0,8,1,0,1,0,0,0,11,0,11
NAGALAND,2006,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2007,Educational Standard,95,6,101,382,12,394,6,0,6,0,0,0,483,18,501
NAGALAND,2007,Educational Standard - Illiterate,20,1,21,57,3,60,0,0,0,0,0,0,77,4,81
NAGALAND,2007,Educational Standard - Below Class X,40,2,42,181,4,185,1,0,1,0,0,0,222,6,228
NAGALAND,2007,Educational Standard - Class X and above but below graduate,31,3,34,112,5,117,5,0,5,0,0,0,148,8,156
NAGALAND,2007,Educational Standard - Graduate,4,0,4,30,0,30,0,0,0,0,0,0,34,0,34
NAGALAND,2007,Educational Standard - Post-Graduate,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
NAGALAND,2007,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2008,Educational Standard,154,6,160,386,10,396,63,0,63,0,0,0,603,16,619
NAGALAND,2008,Educational Standard - Illiterate,27,0,27,112,4,116,11,0,11,0,0,0,150,4,154
NAGALAND,2008,Educational Standard - Below Class X,102,6,108,206,5,211,9,0,9,0,0,0,317,11,328
NAGALAND,2008,Educational Standard - Class X and above but below graduate,25,0,25,64,1,65,35,0,35,0,0,0,124,1,125
NAGALAND,2008,Educational Standard - Graduate,0,0,0,4,0,4,7,0,7,0,0,0,11,0,11
NAGALAND,2008,Educational Standard - Post-Graduate,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
NAGALAND,2008,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2009,Educational Standard,152,2,154,412,15,427,42,0,42,0,0,0,606,17,623
NAGALAND,2009,Educational Standard - Illiterate,36,0,36,63,6,69,0,0,0,0,0,0,99,6,105
NAGALAND,2009,Educational Standard - Below Class X,59,2,61,207,7,214,27,0,27,0,0,0,293,9,302
NAGALAND,2009,Educational Standard - Class X and above but below graduate,49,0,49,110,2,112,15,0,15,0,0,0,174,2,176
NAGALAND,2009,Educational Standard - Graduate,8,0,8,31,0,31,0,0,0,0,0,0,39,0,39
NAGALAND,2009,Educational Standard - Post-Graduate,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
NAGALAND,2009,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2010,Educational Standard,159,4,163,311,14,325,33,0,33,0,0,0,503,18,521
NAGALAND,2010,Educational Standard - Illiterate,25,0,25,30,2,32,0,0,0,0,0,0,55,2,57
NAGALAND,2010,Educational Standard - Below Class X,64,4,68,170,5,175,20,0,20,0,0,0,254,9,263
NAGALAND,2010,Educational Standard - Class X and above but below graduate,60,0,60,95,7,102,13,0,13,0,0,0,168,7,175
NAGALAND,2010,Educational Standard - Graduate,10,0,10,16,0,16,0,0,0,0,0,0,26,0,26
NAGALAND,2010,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2010,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2011,Educational Standard,123,7,130,291,8,299,72,1,73,0,0,0,486,16,502
NAGALAND,2011,Educational Standard - Illiterate,11,0,11,26,4,30,7,0,7,0,0,0,44,4,48
NAGALAND,2011,Educational Standard - Below Class X,104,7,111,234,4,238,56,1,57,0,0,0,394,12,406
NAGALAND,2011,Educational Standard - Class X and above but below graduate,7,0,7,24,0,24,7,0,7,0,0,0,38,0,38
NAGALAND,2011,Educational Standard - Graduate,1,0,1,4,0,4,2,0,2,0,0,0,7,0,7
NAGALAND,2011,Educational Standard - Post-Graduate,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
NAGALAND,2011,Educational Standard - Holding technical degree/diploma etc,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
NAGALAND,2012,Educational Standard,120,5,125,243,10,253,18,1,19,1,0,1,382,16,398
NAGALAND,2012,Educational Standard - Illiterate,28,0,28,40,5,45,8,0,8,1,0,1,77,5,82
NAGALAND,2012,Educational Standard - Below Class X,81,5,86,176,5,181,10,1,11,0,0,0,267,11,278
NAGALAND,2012,Educational Standard - Class X and above but below graduate,9,0,9,23,0,23,0,0,0,0,0,0,32,0,32
NAGALAND,2012,Educational Standard - Graduate,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2
NAGALAND,2012,Educational Standard - Post-Graduate,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
NAGALAND,2012,Educational Standard - Holding technical degree/diploma etc,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
ORISSA,2001,Educational Standard,2764,52,2816,8519,249,8768,45,0,45,46,0,46,11374,301,11675
ORISSA,2001,Educational Standard - Illiterate,830,12,842,3355,143,3498,0,0,0,0,0,0,4185,155,4340
ORISSA,2001,Educational Standard - Below Class X,1246,38,1284,3900,98,3998,33,0,33,44,0,44,5223,136,5359
ORISSA,2001,Educational Standard - Class X and above but below graduate,664,0,664,1145,6,1151,11,0,11,2,0,2,1822,6,1828
ORISSA,2001,Educational Standard - Graduate,17,2,19,110,2,112,1,0,1,0,0,0,128,4,132
ORISSA,2001,Educational Standard - Post-Graduate,2,0,2,2,0,2,0,0,0,0,0,0,4,0,4
ORISSA,2001,Educational Standard - Holding technical degree/diploma etc,5,0,5,7,0,7,0,0,0,0,0,0,12,0,12
ORISSA,2002,Educational Standard,2926,49,2975,9324,292,9616,0,0,0,46,0,46,12296,341,12637
ORISSA,2002,Educational Standard - Illiterate,1039,29,1068,3547,152,3699,0,0,0,19,0,19,4605,181,4786
ORISSA,2002,Educational Standard - Below Class X,1649,20,1669,3950,115,4065,0,0,0,18,0,18,5617,135,5752
ORISSA,2002,Educational Standard - Class X and above but below graduate,170,0,170,1674,24,1698,0,0,0,9,0,9,1853,24,1877
ORISSA,2002,Educational Standard - Graduate,58,0,58,132,1,133,0,0,0,0,0,0,190,1,191
ORISSA,2002,Educational Standard - Post-Graduate,7,0,7,7,0,7,0,0,0,0,0,0,14,0,14
ORISSA,2002,Educational Standard - Holding technical degree/diploma etc,3,0,3,14,0,14,0,0,0,0,0,0,17,0,17
ORISSA,2003,Educational Standard,3226,66,3292,9350,290,9640,0,0,0,35,0,35,12611,356,12967
ORISSA,2003,Educational Standard - Illiterate,1109,41,1150,3263,94,3357,0,0,0,21,0,21,4393,135,4528
ORISSA,2003,Educational Standard - Below Class X,1816,25,1841,4153,155,4308,0,0,0,10,0,10,5979,180,6159
ORISSA,2003,Educational Standard - Class X and above but below graduate,211,0,211,1744,38,1782,0,0,0,4,0,4,1959,38,1997
ORISSA,2003,Educational Standard - Graduate,73,0,73,159,3,162,0,0,0,0,0,0,232,3,235
ORISSA,2003,Educational Standard - Post-Graduate,12,0,12,20,0,20,0,0,0,0,0,0,32,0,32
ORISSA,2003,Educational Standard - Holding technical degree/diploma etc,5,0,5,11,0,11,0,0,0,0,0,0,16,0,16
ORISSA,2004,Educational Standard,3615,65,3680,9149,295,9444,9,0,9,24,1,25,12797,361,13158
ORISSA,2004,Educational Standard - Illiterate,995,30,1025,2575,186,2761,3,0,3,0,0,0,3573,216,3789
ORISSA,2004,Educational Standard - Below Class X,2209,31,2240,5283,101,5384,5,0,5,4,0,4,7501,132,7633
ORISSA,2004,Educational Standard - Class X and above but below graduate,387,4,391,1077,8,1085,0,0,0,19,1,20,1483,13,1496
ORISSA,2004,Educational Standard - Graduate,23,0,23,198,0,198,1,0,1,1,0,1,223,0,223
ORISSA,2004,Educational Standard - Post-Graduate,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5
ORISSA,2004,Educational Standard - Holding technical degree/diploma etc,1,0,1,11,0,11,0,0,0,0,0,0,12,0,12
ORISSA,2005,Educational Standard,4108,88,4196,9378,342,9720,15,0,15,27,0,27,13528,430,13958
ORISSA,2005,Educational Standard - Illiterate,888,49,937,2527,146,2673,0,0,0,3,0,3,3418,195,3613
ORISSA,2005,Educational Standard - Below Class X,2707,37,2744,5729,174,5903,14,0,14,21,0,21,8471,211,8682
ORISSA,2005,Educational Standard - Class X and above but below graduate,292,2,294,926,20,946,0,0,0,2,0,2,1220,22,1242
ORISSA,2005,Educational Standard - Graduate,213,0,213,175,2,177,1,0,1,1,0,1,390,2,392
ORISSA,2005,Educational Standard - Post-Graduate,8,0,8,16,0,16,0,0,0,0,0,0,24,0,24
ORISSA,2005,Educational Standard - Holding technical degree/diploma etc,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5
ORISSA,2006,Educational Standard,4274,91,4365,9861,386,10247,0,0,0,31,1,32,14166,478,14644
ORISSA,2006,Educational Standard - Illiterate,732,34,766,2675,122,2797,0,0,0,8,0,8,3415,156,3571
ORISSA,2006,Educational Standard - Below Class X,2786,49,2835,5961,241,6202,0,0,0,19,1,20,8766,291,9057
ORISSA,2006,Educational Standard - Class X and above but below graduate,419,7,426,980,23,1003,0,0,0,4,0,4,1403,30,1433
ORISSA,2006,Educational Standard - Graduate,325,1,326,213,0,213,0,0,0,0,0,0,538,1,539
ORISSA,2006,Educational Standard - Post-Graduate,11,0,11,28,0,28,0,0,0,0,0,0,39,0,39
ORISSA,2006,Educational Standard - Holding technical degree/diploma etc,1,0,1,4,0,4,0,0,0,0,0,0,5,0,5
ORISSA,2007,Educational Standard,4242,103,4345,10503,517,11020,3,0,3,0,0,0,14748,620,15368
ORISSA,2007,Educational Standard - Illiterate,732,34,766,2675,122,2797,3,0,3,0,0,0,3410,156,3566
ORISSA,2007,Educational Standard - Below Class X,2786,61,2847,6591,360,6951,0,0,0,0,0,0,9377,421,9798
ORISSA,2007,Educational Standard - Class X and above but below graduate,405,7,412,992,35,1027,0,0,0,0,0,0,1397,42,1439
ORISSA,2007,Educational Standard - Graduate,307,1,308,213,0,213,0,0,0,0,0,0,520,1,521
ORISSA,2007,Educational Standard - Post-Graduate,11,0,11,28,0,28,0,0,0,0,0,0,39,0,39
ORISSA,2007,Educational Standard - Holding technical degree/diploma etc,1,0,1,4,0,4,0,0,0,0,0,0,5,0,5
ORISSA,2008,Educational Standard,4178,122,4300,9660,401,10061,12,0,12,0,0,0,13850,523,14373
ORISSA,2008,Educational Standard - Illiterate,748,12,760,2514,164,2678,8,0,8,0,0,0,3270,176,3446
ORISSA,2008,Educational Standard - Below Class X,2718,97,2815,5801,216,6017,4,0,4,0,0,0,8523,313,8836
ORISSA,2008,Educational Standard - Class X and above but below graduate,401,12,413,1095,21,1116,0,0,0,0,0,0,1496,33,1529
ORISSA,2008,Educational Standard - Graduate,302,1,303,218,0,218,0,0,0,0,0,0,520,1,521
ORISSA,2008,Educational Standard - Post-Graduate,8,0,8,30,0,30,0,0,0,0,0,0,38,0,38
ORISSA,2008,Educational Standard - Holding technical degree/diploma etc,1,0,1,2,0,2,0,0,0,0,0,0,3,0,3
ORISSA,2009,Educational Standard,3915,108,4023,9120,391,9511,0,0,0,0,0,0,13035,499,13534
ORISSA,2009,Educational Standard - Illiterate,748,10,758,2409,156,2565,0,0,0,0,0,0,3157,166,3323
ORISSA,2009,Educational Standard - Below Class X,2496,87,2583,5348,218,5566,0,0,0,0,0,0,7844,305,8149
ORISSA,2009,Educational Standard - Class X and above but below graduate,388,9,397,1095,17,1112,0,0,0,0,0,0,1483,26,1509
ORISSA,2009,Educational Standard - Graduate,274,2,276,236,0,236,0,0,0,0,0,0,510,2,512
ORISSA,2009,Educational Standard - Post-Graduate,8,0,8,30,0,30,0,0,0,0,0,0,38,0,38
ORISSA,2009,Educational Standard - Holding technical degree/diploma etc,1,0,1,2,0,2,0,0,0,0,0,0,3,0,3
ORISSA,2010,Educational Standard,3837,114,3951,8102,376,8478,0,0,0,0,0,0,11939,490,12429
ORISSA,2010,Educational Standard - Illiterate,645,12,657,2113,141,2254,0,0,0,0,0,0,2758,153,2911
ORISSA,2010,Educational Standard - Below Class X,2802,95,2897,4630,218,4848,0,0,0,0,0,0,7432,313,7745
ORISSA,2010,Educational Standard - Class X and above but below graduate,214,5,219,1095,17,1112,0,0,0,0,0,0,1309,22,1331
ORISSA,2010,Educational Standard - Graduate,169,2,171,232,0,232,0,0,0,0,0,0,401,2,403
ORISSA,2010,Educational Standard - Post-Graduate,6,0,6,30,0,30,0,0,0,0,0,0,36,0,36
ORISSA,2010,Educational Standard - Holding technical degree/diploma etc,1,0,1,2,0,2,0,0,0,0,0,0,3,0,3
ORISSA,2011,Educational Standard,3589,112,3701,8721,331,9052,0,0,0,0,0,0,12310,443,12753
ORISSA,2011,Educational Standard - Illiterate,1219,31,1250,2113,156,2269,0,0,0,0,0,0,3332,187,3519
ORISSA,2011,Educational Standard - Below Class X,1162,45,1207,4436,148,4584,0,0,0,0,0,0,5598,193,5791
ORISSA,2011,Educational Standard - Class X and above but below graduate,997,32,1029,1878,27,1905,0,0,0,0,0,0,2875,59,2934
ORISSA,2011,Educational Standard - Graduate,204,4,208,262,0,262,0,0,0,0,0,0,466,4,470
ORISSA,2011,Educational Standard - Post-Graduate,6,0,6,30,0,30,0,0,0,0,0,0,36,0,36
ORISSA,2011,Educational Standard - Holding technical degree/diploma etc,1,0,1,2,0,2,0,0,0,0,0,0,3,0,3
ORISSA,2012,Educational Standard,3525,105,3630,8866,371,9237,0,0,0,0,0,0,12391,476,12867
ORISSA,2012,Educational Standard - Illiterate,1199,29,1228,2153,176,2329,0,0,0,0,0,0,3352,205,3557
ORISSA,2012,Educational Standard - Below Class X,1142,41,1183,4536,168,4704,0,0,0,0,0,0,5678,209,5887
ORISSA,2012,Educational Standard - Class X and above but below graduate,977,31,1008,1883,27,1910,0,0,0,0,0,0,2860,58,2918
ORISSA,2012,Educational Standard - Graduate,201,4,205,262,0,262,0,0,0,0,0,0,463,4,467
ORISSA,2012,Educational Standard - Post-Graduate,5,0,5,30,0,30,0,0,0,0,0,0,35,0,35
ORISSA,2012,Educational Standard - Holding technical degree/diploma etc,1,0,1,2,0,2,0,0,0,0,0,0,3,0,3
PUNJAB,2001,Educational Standard,3524,170,3694,7755,453,8208,12,0,12,135,5,140,11426,628,12054
PUNJAB,2001,Educational Standard - Illiterate,765,94,859,3530,102,3632,0,0,0,42,2,44,4337,198,4535
PUNJAB,2001,Educational Standard - Below Class X,1604,40,1644,2204,206,2410,2,0,2,56,3,59,3866,249,4115
PUNJAB,2001,Educational Standard - Class X and above but below graduate,1056,22,1078,1510,90,1600,7,0,7,32,0,32,2605,112,2717
PUNJAB,2001,Educational Standard - Graduate,88,8,96,476,36,512,3,0,3,3,0,3,570,44,614
PUNJAB,2001,Educational Standard - Post-Graduate,6,4,10,10,12,22,0,0,0,2,0,2,18,16,34
PUNJAB,2001,Educational Standard - Holding technical degree/diploma etc,5,2,7,25,7,32,0,0,0,0,0,0,30,9,39
PUNJAB,2002,Educational Standard,3725,259,3984,7642,471,8113,12,0,12,0,0,0,11379,730,12109
PUNJAB,2002,Educational Standard - Illiterate,1647,170,1817,3975,210,4185,12,0,12,0,0,0,5634,380,6014
PUNJAB,2002,Educational Standard - Below Class X,1099,66,1165,2566,162,2728,0,0,0,0,0,0,3665,228,3893
PUNJAB,2002,Educational Standard - Class X and above but below graduate,807,20,827,999,47,1046,0,0,0,0,0,0,1806,67,1873
PUNJAB,2002,Educational Standard - Graduate,94,0,94,83,33,116,0,0,0,0,0,0,177,33,210
PUNJAB,2002,Educational Standard - Post-Graduate,78,3,81,19,19,38,0,0,0,0,0,0,97,22,119
PUNJAB,2002,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,2003,Educational Standard,4153,264,4417,8244,538,8782,2,0,2,31,0,31,12430,802,13232
PUNJAB,2003,Educational Standard - Illiterate,1596,224,1820,4596,208,4804,2,0,2,31,0,31,6225,432,6657
PUNJAB,2003,Educational Standard - Below Class X,1215,19,1234,1350,193,1543,0,0,0,0,0,0,2565,212,2777
PUNJAB,2003,Educational Standard - Class X and above but below graduate,704,11,715,1374,103,1477,0,0,0,0,0,0,2078,114,2192
PUNJAB,2003,Educational Standard - Graduate,638,10,648,924,34,958,0,0,0,0,0,0,1562,44,1606
PUNJAB,2003,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,2003,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,2004,Educational Standard,4751,274,5025,9500,501,10001,23,0,23,15,0,15,14289,775,15064
PUNJAB,2004,Educational Standard - Illiterate,1675,227,1902,5503,210,5713,23,0,23,15,0,15,7216,437,7653
PUNJAB,2004,Educational Standard - Below Class X,1383,21,1404,1564,130,1694,0,0,0,0,0,0,2947,151,3098
PUNJAB,2004,Educational Standard - Class X and above but below graduate,897,11,908,1423,99,1522,0,0,0,0,0,0,2320,110,2430
PUNJAB,2004,Educational Standard - Graduate,700,12,712,950,32,982,0,0,0,0,0,0,1650,44,1694
PUNJAB,2004,Educational Standard - Post-Graduate,96,3,99,60,30,90,0,0,0,0,0,0,156,33,189
PUNJAB,2004,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,2005,Educational Standard,4835,237,5072,9029,543,9572,23,0,23,11,0,11,13898,780,14678
PUNJAB,2005,Educational Standard - Illiterate,1755,180,1935,5346,196,5542,23,0,23,11,0,11,7135,376,7511
PUNJAB,2005,Educational Standard - Below Class X,1209,28,1237,1416,166,1582,0,0,0,0,0,0,2625,194,2819
PUNJAB,2005,Educational Standard - Class X and above but below graduate,1118,10,1128,1392,108,1500,0,0,0,0,0,0,2510,118,2628
PUNJAB,2005,Educational Standard - Graduate,637,14,651,810,48,858,0,0,0,0,0,0,1447,62,1509
PUNJAB,2005,Educational Standard - Post-Graduate,107,5,112,65,25,90,0,0,0,0,0,0,172,30,202
PUNJAB,2005,Educational Standard - Holding technical degree/diploma etc,9,0,9,0,0,0,0,0,0,0,0,0,9,0,9
PUNJAB,2006,Educational Standard,5083,257,5340,9232,519,9751,20,0,20,4,0,4,14339,776,15115
PUNJAB,2006,Educational Standard - Illiterate,1827,187,2014,5409,188,5597,20,0,20,4,0,4,7260,375,7635
PUNJAB,2006,Educational Standard - Below Class X,1267,34,1301,1473,158,1631,0,0,0,0,0,0,2740,192,2932
PUNJAB,2006,Educational Standard - Class X and above but below graduate,1165,12,1177,1441,104,1545,0,0,0,0,0,0,2606,116,2722
PUNJAB,2006,Educational Standard - Graduate,675,17,692,839,46,885,0,0,0,0,0,0,1514,63,1577
PUNJAB,2006,Educational Standard - Post-Graduate,139,7,146,70,23,93,0,0,0,0,0,0,209,30,239
PUNJAB,2006,Educational Standard - Holding technical degree/diploma etc,10,0,10,0,0,0,0,0,0,0,0,0,10,0,10
PUNJAB,2007,Educational Standard,4745,214,4959,10360,621,10981,16,0,16,16,0,16,15137,835,15972
PUNJAB,2007,Educational Standard - Illiterate,2056,173,2229,6072,242,6314,0,0,0,16,0,16,8144,415,8559
PUNJAB,2007,Educational Standard - Below Class X,1200,21,1221,1686,171,1857,16,0,16,0,0,0,2902,192,3094
PUNJAB,2007,Educational Standard - Class X and above but below graduate,973,7,980,1667,153,1820,0,0,0,0,0,0,2640,160,2800
PUNJAB,2007,Educational Standard - Graduate,453,11,464,740,38,778,0,0,0,0,0,0,1193,49,1242
PUNJAB,2007,Educational Standard - Post-Graduate,42,2,44,195,17,212,0,0,0,0,0,0,237,19,256
PUNJAB,2007,Educational Standard - Holding technical degree/diploma etc,21,0,21,0,0,0,0,0,0,0,0,0,21,0,21
PUNJAB,2008,Educational Standard,5207,264,5471,10071,558,10629,13,0,13,2,0,2,15293,822,16115
PUNJAB,2008,Educational Standard - Illiterate,2252,204,2456,6155,219,6374,0,0,0,2,0,2,8409,423,8832
PUNJAB,2008,Educational Standard - Below Class X,1306,32,1338,1743,159,1902,13,0,13,0,0,0,3062,191,3253
PUNJAB,2008,Educational Standard - Class X and above but below graduate,1002,9,1011,1124,141,1265,0,0,0,0,0,0,2126,150,2276
PUNJAB,2008,Educational Standard - Graduate,561,14,575,797,27,824,0,0,0,0,0,0,1358,41,1399
PUNJAB,2008,Educational Standard - Post-Graduate,61,5,66,252,12,264,0,0,0,0,0,0,313,17,330
PUNJAB,2008,Educational Standard - Holding technical degree/diploma etc,25,0,25,0,0,0,0,0,0,0,0,0,25,0,25
PUNJAB,2009,Educational Standard,6086,352,6438,10762,629,11391,13,0,13,12,0,12,16873,981,17854
PUNJAB,2009,Educational Standard - Illiterate,2593,261,2854,6301,196,6497,1,0,1,0,0,0,8895,457,9352
PUNJAB,2009,Educational Standard - Below Class X,1619,48,1667,2208,259,2467,12,0,12,9,0,9,3848,307,4155
PUNJAB,2009,Educational Standard - Class X and above but below graduate,1203,19,1222,1254,141,1395,0,0,0,3,0,3,2460,160,2620
PUNJAB,2009,Educational Standard - Graduate,579,17,596,744,23,767,0,0,0,0,0,0,1323,40,1363
PUNJAB,2009,Educational Standard - Post-Graduate,65,7,72,255,10,265,0,0,0,0,0,0,320,17,337
PUNJAB,2009,Educational Standard - Holding technical degree/diploma etc,27,0,27,0,0,0,0,0,0,0,0,0,27,0,27
PUNJAB,2010,Educational Standard,6293,356,6649,10333,662,10995,0,0,0,0,0,0,16626,1018,17644
PUNJAB,2010,Educational Standard - Illiterate,2393,192,2585,5272,149,5421,0,0,0,0,0,0,7665,341,8006
PUNJAB,2010,Educational Standard - Below Class X,1959,136,2095,3290,348,3638,0,0,0,0,0,0,5249,484,5733
PUNJAB,2010,Educational Standard - Class X and above but below graduate,1263,16,1279,1224,145,1369,0,0,0,0,0,0,2487,161,2648
PUNJAB,2010,Educational Standard - Graduate,594,8,602,398,12,410,0,0,0,0,0,0,992,20,1012
PUNJAB,2010,Educational Standard - Post-Graduate,59,4,63,134,8,142,0,0,0,0,0,0,193,12,205
PUNJAB,2010,Educational Standard - Holding technical degree/diploma etc,25,0,25,15,0,15,0,0,0,0,0,0,40,0,40
PUNJAB,2011,Educational Standard,7072,454,7526,9712,583,10295,0,0,0,0,0,0,16784,1037,17821
PUNJAB,2011,Educational Standard - Illiterate,2758,223,2981,4771,120,4891,0,0,0,0,0,0,7529,343,7872
PUNJAB,2011,Educational Standard - Below Class X,2114,203,2317,3177,320,3497,0,0,0,0,0,0,5291,523,5814
PUNJAB,2011,Educational Standard - Class X and above but below graduate,1646,18,1664,1231,135,1366,0,0,0,0,0,0,2877,153,3030
PUNJAB,2011,Educational Standard - Graduate,469,6,475,393,8,401,0,0,0,0,0,0,862,14,876
PUNJAB,2011,Educational Standard - Post-Graduate,57,4,61,130,0,130,0,0,0,0,0,0,187,4,191
PUNJAB,2011,Educational Standard - Holding technical degree/diploma etc,28,0,28,10,0,10,0,0,0,0,0,0,38,0,38
PUNJAB,2012,Educational Standard,7424,407,7831,14508,865,15373,7,1,8,5,2,7,21944,1275,23219
PUNJAB,2012,Educational Standard - Illiterate,2377,124,2501,4492,280,4772,0,0,0,3,0,3,6872,404,7276
PUNJAB,2012,Educational Standard - Below Class X,2715,145,2860,4819,325,5144,3,1,4,2,2,4,7539,473,8012
PUNJAB,2012,Educational Standard - Class X and above but below graduate,1699,88,1787,3767,187,3954,3,0,3,0,0,0,5469,275,5744
PUNJAB,2012,Educational Standard - Graduate,422,28,450,939,56,995,1,0,1,0,0,0,1362,84,1446
PUNJAB,2012,Educational Standard - Post-Graduate,129,15,144,346,14,360,0,0,0,0,0,0,475,29,504
PUNJAB,2012,Educational Standard - Holding technical degree/diploma etc,82,7,89,145,3,148,0,0,0,0,0,0,227,10,237
RAJASTHAN,2001,Educational Standard,4080,103,4183,8469,268,8737,47,0,47,28,0,28,12624,371,12995
RAJASTHAN,2001,Educational Standard - Illiterate,1222,49,1271,2891,165,3056,6,0,6,15,0,15,4134,214,4348
RAJASTHAN,2001,Educational Standard - Below Class X,1927,45,1972,3934,90,4024,32,0,32,9,0,9,5902,135,6037
RAJASTHAN,2001,Educational Standard - Class X and above but below graduate,623,8,631,1193,10,1203,6,0,6,4,0,4,1826,18,1844
RAJASTHAN,2001,Educational Standard - Graduate,223,1,224,336,2,338,3,0,3,0,0,0,562,3,565
RAJASTHAN,2001,Educational Standard - Post-Graduate,70,0,70,92,1,93,0,0,0,0,0,0,162,1,163
RAJASTHAN,2001,Educational Standard - Holding technical degree/diploma etc,15,0,15,23,0,23,0,0,0,0,0,0,38,0,38
RAJASTHAN,2002,Educational Standard,4790,186,4976,7115,207,7322,38,0,38,50,0,50,11993,393,12386
RAJASTHAN,2002,Educational Standard - Illiterate,1107,39,1146,2109,115,2224,0,0,0,21,0,21,3237,154,3391
RAJASTHAN,2002,Educational Standard - Below Class X,2675,66,2741,3632,67,3699,31,0,31,22,0,22,6360,133,6493
RAJASTHAN,2002,Educational Standard - Class X and above but below graduate,677,57,734,1032,19,1051,3,0,3,7,0,7,1719,76,1795
RAJASTHAN,2002,Educational Standard - Graduate,181,19,200,250,4,254,3,0,3,0,0,0,434,23,457
